,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5815,0,301.2,311.0,1670,33.0,200,0,0,0,0,0,0
5816,0,301.3,311.0,1582,35.6,202,0,0,0,0,0,0
5817,0,301.3,311.0,1542,35.1,204,0,0,0,0,0,0
5818,0,301.3,311.0,1539,36.9,206,0,0,0,0,0,0
5819,0,301.3,311.0,1418,41.9,208,0,0,0,0,0,0
5820,0,301.3,311.1,1723,27.6,210,0,0,0,0,0,0
5821,0,301.3,311.1,1303,49.2,212,0,0,0,0,0,0
5822,1,301.3,311.0,1463,50.2,214,0,0,0,0,0,0
5823,0,301.2,311.0,1544,39.3,217,0,0,0,0,0,0
5824,0,301.2,311.0,1596,37.2,219,0,0,0,0,0,0
5825,0,301.3,311.1,1413,42.0,221,0,0,0,0,0,0
5826,1,301.3,311.1,1492,41.2,223,0,0,0,0,0,0
5827,0,301.3,311.1,1624,40.9,0,0,0,0,0,0,0
5828,0,301.3,311.1,1504,39.1,2,0,0,0,0,0,0
5829,1,301.2,311.1,1574,34.3,4,0,0,0,0,0,0
5830,1,301.3,311.2,1438,42.4,7,0,0,0,0,0,0
5831,0,301.3,311.3,1474,50.7,10,0,0,0,0,0,0
5832,0,301.3,311.2,1675,32.1,12,0,0,0,0,0,0
5833,0,301.3,311.2,1457,44.5,14,0,0,0,0,0,0
5834,0,301.3,311.3,1434,49.8,16,0,0,0,0,0,0
5835,0,301.3,311.2,1668,30.1,18,0,0,0,0,0,0
5836,0,301.2,311.1,1550,39.7,20,0,0,0,0,0,0
5837,1,301.3,311.1,1834,25.4,22,0,0,0,0,0,0
5838,1,301.4,311.2,1476,36.5,25,0,0,0,0,0,0
5839,1,301.4,311.2,1541,36.3,28,0,0,0,0,0,0
5840,1,301.3,311.1,1581,30.9,31,0,0,0,0,0,0
5841,1,301.3,311.1,1678,30.7,34,0,0,0,0,0,0
5842,0,301.4,311.2,1355,50.6,37,0,0,0,0,0,0
5843,0,301.5,311.2,1700,28.8,39,0,0,0,0,0,0
5844,0,301.4,311.1,1462,37.1,41,0,0,0,0,0,0
5845,1,301.4,311.2,1727,26.5,43,0,0,0,0,0,0
5846,0,301.4,311.3,1674,33.3,46,0,0,0,0,0,0
5847,0,301.4,311.3,1397,42.3,48,0,0,0,0,0,0
5849,1,301.4,311.2,1434,47.6,52,0,0,0,0,0,0
5850,0,301.3,311.1,1560,35.3,55,0,0,0,0,0,0
5851,0,301.2,311.0,1573,32.8,57,0,0,0,0,0,0
5852,2,301.2,310.9,1798,22.3,59,0,0,0,0,0,0
5853,0,301.2,311.0,1567,35.1,64,0,0,0,0,0,0
5854,0,301.2,310.9,1416,53.3,66,0,0,0,0,0,0
5855,1,301.2,310.9,1424,45.2,68,0,0,0,0,0,0
5856,2,301.2,310.9,1598,35.9,71,0,0,0,0,0,0
5857,0,301.3,310.9,1760,23.9,76,0,0,0,0,0,0
5858,0,301.3,311.0,1348,44.5,78,0,0,0,0,0,0
5859,0,301.3,311.0,1542,33.6,80,0,0,0,0,0,0
5860,0,301.3,310.9,1566,33.1,82,0,0,0,0,0,0
5861,0,301.3,311.0,1554,47.7,84,0,0,0,0,0,0
5862,0,301.4,311.0,1470,40.6,86,0,0,0,0,0,0
5863,1,301.4,311.1,1758,25.4,88,0,0,0,0,0,0
5864,1,301.4,311.0,1486,36.5,91,0,0,0,0,0,0
5865,1,301.5,311.1,1402,40.0,94,0,0,0,0,0,0
5866,0,301.5,311.1,1459,45.1,97,0,0,0,0,0,0
5867,0,301.5,311.0,1494,45.3,99,0,0,0,0,0,0
5868,0,301.5,311.1,1731,27.9,101,0,0,0,0,0,0
5871,0,301.5,311.1,1469,49.5,107,0,0,0,0,0,0
5872,1,301.5,311.0,1504,42.6,109,0,0,0,0,0,0
5873,1,301.5,311.1,1396,43.5,112,0,0,0,0,0,0
5874,1,301.5,311.1,1660,33.8,115,0,0,0,0,0,0
5875,1,301.5,311.0,1577,39.7,118,0,0,0,0,0,0
5876,0,301.5,311.1,1426,52.1,121,0,0,0,0,0,0
5877,0,301.5,311.1,1458,41.4,123,0,0,0,0,0,0
5878,0,301.4,311.0,1533,45.8,125,0,0,0,0,0,0
5879,0,301.4,311.0,1701,28.4,127,0,0,0,0,0,0
5880,0,301.5,311.1,1434,49.6,129,0,0,0,0,0,0
5882,0,301.4,311.1,1469,36.9,133,0,0,0,0,0,0
5883,0,301.4,311.1,1800,26.0,135,0,0,0,0,0,0
5884,1,301.3,311.1,1438,43.0,137,0,0,0,0,0,0
5885,0,301.3,311.1,1647,28.2,140,0,0,0,0,0,0
5886,0,301.4,311.1,1494,41.9,142,0,0,0,0,0,0
5887,2,301.4,311.1,1445,41.4,144,0,0,0,0,0,0
5888,1,301.5,311.1,1507,38.6,149,0,0,0,0,0,0
5889,1,301.4,311.0,1234,55.8,152,0,0,0,0,0,0
5890,0,301.4,311.0,1634,32.6,155,0,0,0,0,0,0
5891,0,301.4,311.0,1334,53.3,157,0,0,0,0,0,0
5892,0,301.4,311.1,1472,44.5,159,0,0,0,0,0,0
5893,1,301.3,311.0,1410,52.7,161,0,0,0,0,0,0
5894,0,301.2,310.9,1597,37.9,164,0,0,0,0,0,0
5895,1,301.2,310.9,1460,46.7,166,0,0,0,0,0,0
5896,0,301.1,310.8,1274,55.7,169,0,0,0,0,0,0
5897,1,301.0,310.7,1517,40.2,171,0,0,0,0,0,0
5898,0,301.0,310.7,1300,57.2,174,0,0,0,0,0,0
5899,2,300.9,310.6,1686,27.7,176,0,0,0,0,0,0
5900,1,300.9,310.7,1485,41.0,181,0,0,0,0,0,0
5901,0,301.0,310.7,1464,45.8,184,0,0,0,0,0,0
5902,0,300.9,310.6,1598,35.4,186,0,0,0,0,0,0
5903,0,300.9,310.5,1894,21.9,188,0,0,0,0,0,0
5904,1,300.8,310.5,1330,59.0,190,0,0,0,0,0,0
5905,2,300.8,310.5,1582,31.1,193,0,0,0,0,0,0
5906,0,300.7,310.3,1533,35.6,198,0,0,0,0,0,0
5907,2,300.8,310.4,1419,46.4,200,0,0,0,0,0,0
5908,1,300.8,310.3,1526,36.3,205,0,0,0,0,0,0
5909,2,300.7,310.2,1364,65.3,208,1,1,0,1,1,0
5910,1,300.8,310.3,1458,43.4,0,0,0,0,0,0,0
5911,1,300.8,310.4,1288,64.0,3,0,0,0,0,0,0
5912,1,300.7,310.3,1659,29.8,6,0,0,0,0,0,0
5913,2,300.7,310.2,1479,52.3,9,0,0,0,0,0,0
5914,0,300.7,310.3,1592,36.0,14,0,0,0,0,0,0
5915,1,300.6,310.2,1532,38.7,16,0,0,0,0,0,0
5916,0,300.6,310.2,1555,41.9,19,0,0,0,0,0,0
5917,0,300.6,310.2,1341,52.6,21,0,0,0,0,0,0
5918,0,300.6,310.1,1541,42.0,23,0,0,0,0,0,0
5919,0,300.6,310.3,1414,50.6,25,0,0,0,0,0,0
5920,0,300.5,310.2,1764,25.9,27,0,0,0,0,0,0
5921,0,300.5,310.3,1336,57.1,29,0,0,0,0,0,0
5922,0,300.5,310.3,1435,43.3,31,0,0,0,0,0,0
5923,1,300.4,310.3,1537,35.0,33,0,0,0,0,0,0
5924,0,300.3,310.2,1369,48.8,36,0,0,0,0,0,0
5925,1,300.2,310.1,1619,31.3,38,0,0,0,0,0,0
5926,0,300.2,310.1,1440,51.1,41,0,0,0,0,0,0
5927,0,300.2,310.1,1649,30.5,43,0,0,0,0,0,0
5928,1,300.2,310.1,1550,38.7,45,0,0,0,0,0,0
5929,0,300.3,310.2,1471,45.2,48,0,0,0,0,0,0
5930,0,300.3,310.3,1483,51.6,50,0,0,0,0,0,0
5931,0,300.3,310.4,1336,54.4,52,0,0,0,0,0,0
5932,0,300.5,310.5,1515,36.6,54,0,0,0,0,0,0
5933,0,300.5,310.5,1373,47.4,56,0,0,0,0,0,0
5934,2,300.6,310.5,1454,51.2,58,0,0,0,0,0,0
5935,0,300.5,310.5,1646,34.5,63,0,0,0,0,0,0
5936,1,300.5,310.4,1548,37.3,65,0,0,0,0,0,0
5937,1,300.6,310.5,1462,41.3,68,0,0,0,0,0,0
5938,0,300.5,310.4,1702,33.1,71,0,0,0,0,0,0
5939,0,300.5,310.5,1409,60.9,73,0,0,0,0,0,0
5940,1,300.6,310.6,1427,52.8,75,0,0,0,0,0,0
5941,0,300.6,310.7,1438,48.5,78,1,0,0,0,0,0
5942,0,300.7,310.7,1450,43.4,80,0,0,0,0,0,0
5943,0,300.7,310.7,1541,41.3,82,0,0,0,0,0,0
5944,1,300.7,310.6,1484,38.0,84,0,0,0,0,0,0
5945,1,300.8,310.8,1415,44.5,87,0,0,0,0,0,0
5946,0,300.7,310.8,1496,46.4,90,0,0,0,0,0,0
5947,1,300.7,310.8,1465,45.2,92,0,0,0,0,0,0
5949,1,300.7,310.8,1506,44.0,97,0,0,0,0,0,0
5950,0,300.7,310.8,1689,28.9,100,0,0,0,0,0,0
5951,0,300.7,310.9,1650,29.4,102,0,0,0,0,0,0
5952,0,300.7,310.8,1563,33.8,104,0,0,0,0,0,0
5953,1,300.7,310.9,1486,38.9,106,0,0,0,0,0,0
5954,0,300.8,310.9,1732,25.7,109,0,0,0,0,0,0
5955,0,300.7,310.8,1653,31.6,111,0,0,0,0,0,0
5956,0,300.7,310.9,1535,37.1,113,0,0,0,0,0,0
5957,0,300.7,310.9,1637,37.2,115,0,0,0,0,0,0
5958,0,300.6,310.8,1533,38.5,117,0,0,0,0,0,0
5959,0,300.6,310.8,1378,51.2,119,0,0,0,0,0,0
5960,0,300.5,310.7,1606,33.5,121,0,0,0,0,0,0
5961,0,300.3,310.7,1539,32.3,123,0,0,0,0,0,0
5962,0,300.5,310.8,1728,26.3,125,0,0,0,0,0,0
5963,2,300.4,310.7,1656,36.3,127,0,0,0,0,0,0
5964,2,300.5,310.8,1631,30.5,132,0,0,0,0,0,0
5965,2,300.5,310.9,1447,46.5,137,0,0,0,0,0,0
5966,0,300.4,310.8,1396,49.3,142,0,0,0,0,0,0
5967,0,300.4,310.8,1390,52.5,144,0,0,0,0,0,0
5968,0,300.4,310.8,1348,56.0,146,0,0,0,0,0,0
5969,1,300.4,310.8,1491,35.9,148,0,0,0,0,0,0
5970,0,300.4,310.8,1520,37.6,151,0,0,0,0,0,0
5971,0,300.5,310.8,1509,33.0,153,0,0,0,0,0,0
5972,0,300.5,310.8,1445,46.6,155,0,0,0,0,0,0
5973,0,300.5,310.8,1354,51.8,157,0,0,0,0,0,0
5974,0,300.5,310.7,1488,39.4,159,0,0,0,0,0,0
5975,2,300.5,310.7,1654,28.6,161,0,0,0,0,0,0
5976,2,300.5,310.6,1378,51.5,166,0,0,0,0,0,0
5977,0,300.6,310.7,1750,30.6,171,0,0,0,0,0,0
5978,0,300.5,310.6,1448,46.3,173,0,0,0,0,0,0
5979,2,300.6,310.7,1501,45.3,175,0,0,0,0,0,0
5980,1,300.6,310.7,1654,32.0,180,0,0,0,0,0,0
5981,1,300.7,310.7,1347,46.5,183,0,0,0,0,0,0
5982,0,300.7,310.8,1486,37.1,186,0,0,0,0,0,0
5983,2,300.8,310.8,1466,45.2,188,0,0,0,0,0,0
5984,2,300.7,310.8,1346,52.0,193,0,0,0,0,0,0
5985,0,300.7,310.7,1314,42.4,198,0,0,0,0,0,0
5986,0,300.6,310.7,1440,52.5,200,0,0,0,0,0,0
5987,0,300.7,310.8,1608,39.5,202,0,0,0,0,0,0
5988,2,300.7,310.8,1296,58.2,204,0,0,0,0,0,0
5989,0,300.7,310.7,1507,46.1,209,0,0,0,0,0,0
5990,1,300.7,310.7,1343,51.6,211,0,0,0,0,0,0
5991,0,300.7,310.7,1416,40.4,214,0,0,0,0,0,0
5992,0,300.7,310.6,1288,47.2,216,0,0,0,0,0,0
5993,1,300.7,310.6,1407,42.4,218,0,0,0,0,0,0
5994,0,300.6,310.4,1608,39.2,221,0,0,0,0,0,0
5996,1,300.5,310.2,1386,48.2,225,0,0,0,0,0,0
5997,1,300.5,310.2,1571,34.6,228,0,0,0,0,0,0
5998,1,300.4,310.2,1613,36.9,231,0,0,0,0,0,0
5999,1,300.4,310.2,1671,30.5,234,1,1,0,0,0,0
6000,2,300.4,310.2,1431,43.2,0,0,0,0,0,0,0
6001,1,300.4,310.2,1380,47.3,5,0,0,0,0,0,0
6002,0,300.5,310.3,1683,31.5,8,0,0,0,0,0,0
6003,0,300.4,310.2,1529,36.2,10,0,0,0,0,0,0
6004,0,300.5,310.4,1761,26.5,12,0,0,0,0,0,0
6005,0,300.6,310.5,1570,38.3,14,0,0,0,0,0,0
6007,1,300.7,310.6,1349,54.5,19,0,0,0,0,0,0
6008,0,300.7,310.7,1431,39.3,22,0,0,0,0,0,0
6010,2,300.7,310.7,1428,43.4,26,0,0,0,0,0,0
6011,0,300.8,310.8,1564,36.2,31,0,0,0,0,0,0
6012,2,300.8,310.9,1425,44.0,33,0,0,0,0,0,0
6013,0,300.7,310.8,1597,30.5,38,0,0,0,0,0,0
6014,2,300.8,310.8,1618,32.8,40,0,0,0,0,0,0
6015,1,300.8,310.8,1520,38.0,45,0,0,0,0,0,0
6016,0,300.7,310.7,1425,45.3,48,0,0,0,0,0,0
6017,0,300.8,310.9,1398,38.2,50,0,0,0,0,0,0
6018,1,300.8,310.9,1557,31.6,52,0,0,0,0,0,0
6019,0,300.7,310.8,1519,43.9,55,0,0,0,0,0,0
6020,0,300.7,310.8,1619,34.9,57,0,0,0,0,0,0
6021,0,300.7,310.8,1814,21.4,59,0,0,0,0,0,0
6022,0,300.7,310.9,1521,39.4,61,0,0,0,0,0,0
6023,1,300.7,310.9,1369,51.2,63,0,0,0,0,0,0
6024,0,300.7,310.9,1356,65.3,66,1,0,0,1,0,0
6025,0,300.7,311.0,1336,53.3,68,0,0,0,0,0,0
6026,0,300.7,311.0,1403,48.3,70,0,0,0,0,0,0
6027,1,300.7,311.0,1413,44.3,72,0,0,0,0,0,0
6028,0,300.6,310.9,1472,47.6,75,0,0,0,0,0,0
6029,1,300.7,310.8,1452,47.9,77,0,0,0,0,0,0
6030,0,300.6,310.7,1397,53.7,80,0,0,0,0,0,0
6031,0,300.6,310.7,1455,40.6,82,0,0,0,0,0,0
6032,0,300.7,310.8,1754,27.7,84,0,0,0,0,0,0
6033,0,300.6,310.9,1471,37.9,86,0,0,0,0,0,0
6034,1,300.6,310.8,1389,48.1,88,0,0,0,0,0,0
6035,1,300.6,310.9,1702,30.3,91,0,0,0,0,0,0
6036,1,300.6,311.0,1401,54.6,94,0,0,0,0,0,0
6037,0,300.7,311.1,1426,46.2,97,0,0,0,0,0,0
6038,0,300.7,311.0,1496,38.3,99,0,0,0,0,0,0
6039,0,300.6,310.9,1433,42.6,101,0,0,0,0,0,0
6040,1,300.7,311.1,1438,46.6,103,0,0,0,0,0,0
6041,1,300.7,311.0,1418,49.3,106,0,0,0,0,0,0
6042,1,300.8,311.0,1580,36.6,109,0,0,0,0,0,0
6043,1,300.7,310.9,1468,41.8,112,0,0,0,0,0,0
6044,1,300.8,310.9,1522,41.7,115,0,0,0,0,0,0
6045,0,300.8,310.9,1311,55.8,118,0,0,0,0,0,0
6046,0,300.9,311.0,1316,56.5,120,0,0,0,0,0,0
6047,2,300.9,311.0,1853,23.6,122,0,0,0,0,0,0
6048,1,300.9,311.0,1556,38.8,127,0,0,0,0,0,0
6049,1,300.9,311.0,1567,34.3,130,0,0,0,0,0,0
6050,1,300.9,311.1,1546,37.7,133,0,0,0,0,0,0
6051,0,300.9,311.0,1382,51.2,136,0,0,0,0,0,0
6053,0,300.8,310.9,1748,29.9,140,0,0,0,0,0,0
6054,2,300.7,310.8,1518,40.1,142,0,0,0,0,0,0
6055,0,300.7,310.8,1475,42.0,147,0,0,0,0,0,0
6056,0,300.8,310.8,1634,29.2,149,0,0,0,0,0,0
6057,0,300.8,310.8,1689,32.9,151,0,0,0,0,0,0
6058,1,300.9,310.9,1636,35.3,153,0,0,0,0,0,0
6060,0,301.0,311.1,1615,35.6,158,0,0,0,0,0,0
6061,2,301.1,311.1,1618,29.5,160,0,0,0,0,0,0
6062,1,301.1,311.2,1407,53.0,165,0,0,0,0,0,0
6063,0,301.1,311.1,1450,43.3,168,0,0,0,0,0,0
6064,0,301.1,311.1,1889,23.8,170,0,0,0,0,0,0
6065,0,301.0,310.9,1568,38.2,172,0,0,0,0,0,0
6066,0,301.0,311.0,1804,25.8,174,0,0,0,0,0,0
6067,0,301.0,311.0,1582,37.5,176,0,0,0,0,0,0
6069,0,300.9,310.9,1601,34.0,181,0,0,0,0,0,0
6070,0,300.9,310.9,1615,32.0,183,0,0,0,0,0,0
6071,1,300.9,310.8,1452,43.6,185,0,0,0,0,0,0
6072,1,300.9,310.8,1695,30.2,188,0,0,0,0,0,0
6073,1,300.9,310.8,1790,26.2,191,0,0,0,0,0,0
6074,1,301.0,310.8,1533,39.3,194,0,0,0,0,0,0
6075,0,301.0,310.9,1813,28.5,197,0,0,0,0,0,0
6076,0,301.0,310.9,1492,36.7,199,0,0,0,0,0,0
6077,0,300.9,310.7,1479,43.3,201,0,0,0,0,0,0
6078,0,300.8,310.7,1339,59.1,203,1,0,0,0,1,0
6079,1,300.8,310.7,1371,44.7,205,0,0,0,0,0,0
6080,0,300.9,310.7,1468,36.2,208,0,0,0,0,0,0
6081,0,300.9,310.7,1517,41.7,210,0,0,0,0,0,0
6082,0,300.9,310.7,1352,46.4,212,0,0,0,0,0,0
6083,0,300.9,310.7,1389,50.0,214,0,0,0,0,0,0
6084,1,300.8,310.6,1505,36.2,0,0,0,0,0,0,0
6085,0,300.9,310.6,1538,36.7,3,0,0,0,0,0,0
6086,0,300.9,310.8,1482,37.0,5,0,0,0,0,0,0
6087,1,300.9,310.8,1599,33.0,7,0,0,0,0,0,0
6088,0,300.9,310.8,1476,39.0,10,0,0,0,0,0,0
6089,0,300.9,310.7,1509,37.5,12,0,0,0,0,0,0
6090,0,300.9,310.8,1708,29.1,14,0,0,0,0,0,0
6091,0,300.9,310.7,1412,57.5,16,0,0,0,0,0,1
6092,0,300.9,310.7,1658,28.5,18,0,0,0,0,0,0
6093,0,301.0,310.8,1375,57.2,20,0,0,0,0,0,0
6094,1,300.9,310.8,1402,48.1,22,0,0,0,0,0,0
6095,1,300.9,310.7,1452,47.3,25,0,0,0,0,0,0
6096,1,300.8,310.7,1483,40.8,28,0,0,0,0,0,0
6097,2,300.9,310.8,1477,38.4,31,0,0,0,0,0,0
6099,2,300.9,310.7,1609,28.7,39,0,0,0,0,0,0
6100,1,300.8,310.7,1886,21.1,44,0,0,0,0,0,0
6101,0,300.7,310.6,1616,29.6,47,0,0,0,0,0,0
6102,0,300.7,310.7,1442,43.2,49,0,0,0,0,0,0
6103,0,300.8,310.8,1407,45.1,51,0,0,0,0,0,0
6104,1,300.8,310.8,1461,41.3,53,0,0,0,0,0,0
6105,1,300.8,310.9,1522,46.2,56,0,0,0,0,0,0
6106,0,300.9,311.0,1432,48.1,59,0,0,0,0,0,0
6107,0,300.9,311.0,1438,49.0,61,0,0,0,0,0,0
6108,1,300.8,310.9,1678,28.1,63,0,0,0,0,0,0
6109,1,300.8,310.9,1514,38.7,66,0,0,0,0,0,0
6110,0,300.7,310.8,1534,41.3,69,0,0,0,0,0,0
6111,1,300.7,310.8,1486,41.2,71,0,0,0,0,0,0
6113,1,300.7,310.8,1724,30.0,76,0,0,0,0,0,0
6114,1,300.8,310.8,1549,35.5,79,0,0,0,0,0,0
6115,0,300.8,310.9,1457,47.7,82,0,0,0,0,0,0
6116,0,300.8,310.9,1453,43.9,84,0,0,0,0,0,0
6117,0,300.8,311.0,1578,44.4,86,0,0,0,0,0,0
6118,1,300.9,311.1,1325,61.4,88,0,0,0,0,0,0
6119,0,300.9,311.1,1471,39.3,91,0,0,0,0,0,0
6120,1,300.9,311.2,1472,40.0,93,0,0,0,0,0,0
6121,0,300.9,311.1,1457,37.4,96,0,0,0,0,0,0
6122,0,301.0,311.0,1402,55.3,98,0,0,0,0,0,0
6123,0,300.9,310.9,1477,41.5,100,0,0,0,0,0,0
6124,1,300.9,310.9,1727,30.1,102,0,0,0,0,0,0
6126,0,300.9,310.9,1370,52.5,107,0,0,0,0,0,0
6127,0,300.9,310.9,1228,66.4,109,0,0,0,0,0,0
6128,0,300.9,311.0,1499,38.0,111,0,0,0,0,0,0
6129,1,301.0,311.0,1508,46.9,113,0,0,0,0,0,0
6130,0,301.0,310.9,1473,44.2,116,0,0,0,0,0,0
6131,2,301.0,311.0,1640,37.6,118,0,0,0,0,0,0
6132,0,301.1,311.1,1429,42.5,123,0,0,0,0,0,0
6133,0,301.1,311.1,1470,40.9,125,0,0,0,0,0,0
6134,0,301.0,311.0,1581,37.0,127,0,0,0,0,0,0
6135,0,301.0,310.9,1740,28.9,129,0,0,0,0,0,0
6136,2,300.9,310.8,1390,40.6,131,0,0,0,0,0,0
6138,1,300.8,310.7,1452,43.0,139,0,0,0,0,0,0
6139,0,300.8,310.7,1586,33.4,142,0,0,0,0,0,0
6140,0,300.8,310.7,1589,34.3,144,0,0,0,0,0,0
6141,0,300.8,310.8,1486,45.7,146,0,0,0,0,0,0
6142,0,300.9,310.9,1755,27.9,148,0,0,0,0,0,0
6143,1,301.0,310.9,1575,34.6,150,0,0,0,0,0,0
6144,1,301.1,311.1,1615,37.7,153,0,0,0,0,0,0
6145,1,301.1,311.1,1436,41.8,156,0,0,0,0,0,0
6146,1,301.1,311.1,1470,40.6,159,0,0,0,0,0,0
6148,0,301.1,311.2,1564,37.0,165,0,0,0,0,0,0
6149,1,301.0,311.1,1420,47.4,167,0,0,0,0,0,0
6150,0,301.1,311.1,1711,29.1,170,0,0,0,0,0,0
6151,0,301.1,311.2,1555,35.3,172,0,0,0,0,0,0
6152,1,301.1,311.1,1592,35.7,174,0,0,0,0,0,0
6153,0,301.0,311.1,1236,64.4,177,1,0,0,0,1,0
6154,1,301.0,310.9,1765,24.2,179,0,0,0,0,0,0
6155,0,301.0,311.0,1634,31.2,182,0,0,0,0,0,0
6156,0,301.1,311.1,1508,41.5,184,0,0,0,0,0,0
6157,0,301.1,311.2,1774,29.6,186,0,0,0,0,0,0
6158,0,301.1,311.0,1677,29.1,188,0,0,0,0,0,0
6159,0,301.0,311.0,1399,58.0,190,1,0,0,0,1,0
6160,0,301.0,310.9,1570,34.0,192,0,0,0,0,0,0
6161,0,301.0,310.9,1479,44.3,194,0,0,0,0,0,0
6162,0,301.0,310.8,1558,34.9,196,0,0,0,0,0,0
6163,0,300.8,310.7,1358,48.1,198,0,0,0,0,0,0
6164,2,300.9,310.7,1656,30.7,200,0,0,0,0,0,0
6165,0,300.9,310.7,1523,35.8,205,0,0,0,0,0,0
6166,2,300.9,310.7,1403,40.6,207,0,0,0,0,0,0
6167,1,300.9,310.7,1362,51.6,212,0,0,0,0,0,0
6168,1,300.7,310.6,1778,27.1,215,0,0,0,0,0,0
6169,0,300.7,310.5,1448,38.2,218,0,0,0,0,0,0
6170,2,300.8,310.5,1559,40.1,220,0,0,0,0,0,0
6171,0,300.8,310.6,1416,42.2,225,0,0,0,0,0,0
6172,0,300.8,310.6,1577,37.9,227,1,1,0,0,0,0
6173,0,300.8,310.7,1633,27.8,0,0,0,0,0,0,0
6174,0,300.9,310.7,1573,31.2,2,0,0,0,0,0,0
6175,0,300.9,310.8,1517,44.3,4,0,0,0,0,0,0
6176,0,301.0,310.9,1515,37.3,6,0,0,0,0,0,0
6177,0,301.0,310.8,1527,45.3,8,0,0,0,0,0,0
6179,1,301.1,310.9,1396,45.1,12,0,0,0,0,0,0
6180,0,301.0,310.9,1492,44.6,15,0,0,0,0,0,0
6182,0,301.0,310.8,1475,35.3,19,0,0,0,0,0,0
6183,2,301.0,310.9,1495,37.3,21,0,0,0,0,0,0
6184,0,301.0,311.0,1553,35.8,26,0,0,0,0,0,0
6186,1,301.1,311.0,1413,46.6,30,0,0,0,0,0,0
6187,0,301.0,311.0,1437,56.0,33,0,0,0,0,0,0
6188,0,301.0,310.9,1450,45.9,35,0,0,0,0,0,0
6190,0,300.9,310.9,1749,26.4,40,0,0,0,0,0,0
6192,0,301.0,310.9,1428,45.3,47,0,0,0,0,0,0
6193,0,301.0,310.9,1578,38.4,49,0,0,0,0,0,0
6194,0,300.9,310.8,1571,39.9,51,0,0,0,0,0,0
6195,0,300.9,310.8,1729,30.2,53,0,0,0,0,0,0
6196,0,300.9,310.8,1701,30.4,55,0,0,0,0,0,0
6197,0,300.9,310.8,1493,45.8,57,0,0,0,0,0,0
6198,1,301.0,310.9,1554,32.7,59,0,0,0,0,0,0
6199,0,300.9,310.9,1497,43.2,62,0,0,0,0,0,0
6200,0,301.0,310.9,1679,29.8,64,0,0,0,0,0,0
6201,1,301.0,310.9,1510,44.5,66,0,0,0,0,0,0
6202,0,301.0,310.9,1296,54.9,69,0,0,0,0,0,0
6203,0,301.0,310.9,1404,41.8,71,0,0,0,0,0,0
6204,1,300.9,310.8,1519,34.9,73,0,0,0,0,0,0
6205,1,300.9,310.7,1696,27.3,76,0,0,0,0,0,0
6206,1,300.8,310.6,1669,28.4,79,0,0,0,0,0,0
6207,0,300.7,310.6,1447,40.7,82,0,0,0,0,0,0
6208,1,300.7,310.6,1418,46.3,84,0,0,0,0,0,0
6209,0,300.7,310.6,1407,40.5,87,0,0,0,0,0,0
6210,0,300.8,310.5,1434,44.5,89,0,0,0,0,0,0
6211,0,300.8,310.6,1360,48.8,91,0,0,0,0,0,0
6212,0,300.8,310.6,1402,53.7,93,0,0,0,0,0,0
6213,0,300.9,310.6,1552,34.9,95,0,0,0,0,0,0
6214,0,300.9,310.7,1392,44.2,97,0,0,0,0,0,0
6215,0,301.1,310.8,1521,41.0,99,0,0,0,0,0,0
6216,0,301.1,310.8,1724,27.5,101,0,0,0,0,0,0
6217,1,301.0,310.7,1455,46.1,103,0,0,0,0,0,0
6218,2,301.0,310.6,1366,50.6,106,0,0,0,0,0,0
6219,2,301.1,310.6,1407,43.9,111,0,0,0,0,0,0
6220,0,301.1,310.8,1470,49.3,116,0,0,0,0,0,0
6221,1,301.2,310.9,1359,50.8,118,0,0,0,0,0,0
6222,2,301.1,310.8,1792,25.8,121,0,0,0,0,0,0
6223,1,301.1,310.9,1552,37.9,126,0,0,0,0,0,0
6224,0,301.2,311.0,1612,32.9,129,0,0,0,0,0,0
6225,1,301.2,311.0,1424,41.4,131,0,0,0,0,0,0
6226,2,301.3,311.0,1341,59.3,134,0,0,0,0,0,0
6227,0,301.2,310.8,1479,38.2,139,0,0,0,0,0,0
6228,0,301.2,310.9,1413,50.1,141,0,0,0,0,0,0
6230,1,301.3,311.0,1641,33.0,145,0,0,0,0,0,0
6231,1,301.3,311.0,1495,40.8,148,0,0,0,0,0,0
6232,0,301.3,311.0,1576,30.4,151,0,0,0,0,0,0
6233,0,301.2,310.9,1467,37.1,153,0,0,0,0,0,0
6234,0,301.2,310.8,1479,41.2,155,0,0,0,0,0,0
6235,0,301.3,310.9,1596,33.9,157,0,0,0,0,0,0
6236,1,301.3,310.9,1512,36.9,159,0,0,0,0,0,0
6237,0,301.4,310.9,1414,38.8,162,0,0,0,0,0,0
6238,0,301.3,310.8,1390,57.4,164,0,0,0,0,0,0
6239,0,301.2,310.7,1644,31.6,166,0,0,0,0,0,0
6240,1,301.2,310.7,1394,42.8,168,0,0,0,0,0,0
6241,0,301.1,310.5,1324,52.4,171,0,0,0,0,0,0
6242,0,301.0,310.4,1476,43.6,173,0,0,0,0,0,0
6244,1,301.0,310.4,1665,30.9,177,0,0,0,0,0,0
6245,0,300.9,310.4,1445,41.7,180,0,0,0,0,0,0
6246,2,300.8,310.3,1457,46.8,182,0,0,0,0,0,0
